Name,Year,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
NHL Legacy,2015,0.04,0.03,0,0,0.01
Chaos;Head Noah,2009,0.04,0,0,0.04,0
Tears to Tiara Anecdotes: The Secret of Avalon,2009,0.04,0,0,0.04,0
Legasista,2012,0.04,0,0,0.04,0
Fatal Fury: Battle Archives Volume 1,2006,0.04,0.02,0.01,0,0
The Night of the Rabbit,2013,0.04,0,0.03,0,0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,2009,0.04,0,0,0.04,0
Rhapsody: A Musical Adventure,1998,0.04,0.02,0.01,0,0
NHL 16,2015,0.04,0,0.03,0,0.01
Destiny: The Collection,2016,0.04,0.01,0.02,0,0
Music Maker: Rockstar,2009,0.04,0.02,0.01,0,0
Fading Shadows,2008,0.04,0.03,0,0,0
Formula 1 06,2006,0.04,0,0,0.04,0
Without Warning,2005,0.04,0.02,0.01,0,0
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",2008,0.04,0,0,0.04,0
Smashing Drive,2002,0.04,0.03,0.01,0,0
Age of Mythology: The Titans,2003,0.04,0.01,0.02,0,0
Fighting Vipers 2,2000,0.04,0,0,0.04,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,0.04,0.03,0.01,0,0
Sudoku Ball Detective,2009,0.04,0.02,0.01,0,0
12-Sai. Koisuru Diary,2016,0.04,0,0,0.04,0
Castlevania: Lords of Shadow - Reverie,2011,0.04,0.02,0.01,0,0.01
Napoleon Dynamite: The Game,2007,0.04,0.03,0,0,0
Beatdown: Fists of Vengeance,2005,0.04,0.03,0.01,0,0
Enchanted Arms (JP sales),2007,0.04,0,0,0.04,0
Monster Force,2002,0.04,0.03,0.01,0,0
World of Goo,2008,0.04,0,0.03,0,0.01
Onsei Kanjou Sokuteiki: Kokoro Scan,2007,0.04,0,0,0.04,0
Clock Zero: Shuuen no Ichibyou Portable,2011,0.04,0,0,0.04,0
San Goku Shi DS 3,2010,0.04,0,0,0.04,0
Trick x Logic: Season 2,2010,0.04,0,0,0.04,0
Challenge Me: Word Puzzles,2011,0.04,0.03,0,0,0
Hakuouki: Zuisouroku,2009,0.04,0,0,0.04,0
World in Conflict,2007,0.04,0,0.03,0,0.01
World Championship Pool 2004,2003,0.04,0.03,0.01,0,0
Derby Tsuku 5: Derby Uma o Tsukurou!,2006,0.04,0,0,0.04,0
S.T.A.L.K.E.R.: Clear Sky,2008,0.04,0,0.03,0,0.01
Jikkyou Powerful Major League 2009,2009,0.04,0,0,0.04,0
SD Gundam Force: Showdown!,2004,0.04,0.02,0.01,0,0
Ray Gigant,2015,0.04,0,0,0.04,0
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,2006,0.04,0,0,0.04,0
Flow: Urban Dance Uprising,2005,0.04,0.02,0.01,0,0
Ailu de Puzzle,2012,0.04,0,0,0.04,0
World in Conflict: Complete Edition,2009,0.04,0,0.03,0,0.01
True Pinball,1996,0.04,0.02,0.01,0,0
Jane's Hotel,2010,0.04,0.03,0,0,0
Stadium Games,2003,0.04,0.03,0.01,0,0
RLH: Run Like Hell,2003,0.04,0.03,0.01,0,0
Power Play Pool,2006,0.04,0.03,0,0,0
J-League Pro Striker 2,1994,0.04,0,0,0.04,0
Obscure,2004,0.04,0.03,0.01,0,0
Caesar III,1998,0.04,0,0.03,0,0.01
Super Robot Taisen: Scramble Commander the 2nd,2007,0.04,0,0,0.04,0
Mahjong Taikai,2004,0.04,0,0,0.04,0
Tomb Raider: Anniversary,2007,0.04,0,0.03,0,0.01
Espgaluda II Black Label,2010,0.04,0,0,0.04,0
The Croods: Prehistoric Party!,2013,0.04,0.01,0.02,0,0
Bratz Kidz,2008,0.04,0.03,0,0,0
Hot Potato!,2001,0.04,0.03,0.01,0,0
Barbie and Her Sisters Puppy Rescue,2015,0.04,0,0.03,0,0
Kiniro no Corda 2 f,2009,0.04,0,0,0.04,0
Swords,,0.04,0.03,0,0,0
Winter Sports 3: The Great Tournament,2010,0.04,0,0.03,0,0.01
Deception III: Dark Delusion,1999,0.04,0.02,0.01,0,0
Gothic Universe,2007,0.04,0,0.03,0,0.01
Ultimate Game Room,2009,0.04,0.03,0,0,0
Alpha Protocol,2010,0.04,0,0.03,0,0.01
Penguins of Madagascar,2014,0.04,0.01,0.02,0,0
Nobunaga's Ambition II,2015,0.04,0,0,0.04,0
DarkStar One,2006,0.04,0,0.03,0,0.01
Half-Minute Hero 2,,0.04,0,0,0.04,0
Clockwork Empires,,0.04,0,0.03,0,0
Monster Kingdom: Jewel Summoner,2006,0.04,0,0,0.04,0
Cook Wars,2009,0.04,0.03,0,0,0
Kuroshitsuji: Phantom & Ghost,2009,0.04,0,0,0.04,0
Petz: Catz Playground,2010,0.04,0.03,0,0,0
Pirates: Duels on the High Seas,2008,0.04,0.03,0,0,0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,2010,0.04,0,0,0.04,0
Sins of a Solar Empire: Trinity,2010,0.04,0,0.03,0,0.01
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,2010,0.04,0,0,0.04,0
Mahjong 300,2011,0.04,0,0.03,0,0
The Ant Bully,2006,0.04,0.03,0.01,0,0
Sega Arcade Gallery,2003,0.04,0.03,0.01,0,0
Crazy Machines,2008,0.04,0,0.03,0,0
Astrology DS,2009,0.04,0.03,0,0,0
"My World, My Way (US sales)",2008,0.04,0.04,0,0,0
Planescape: Torment,1998,0.04,0.01,0.02,0,0.01
Tao Adventure: Curse Demon,2005,0.04,0.03,0,0,0
Aegis of Earth: Protonovus Assault,2016,0.04,0.02,0.01,0,0.01
Hello Kitty: Roller Rescue,2005,0.04,0,0.03,0,0
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,2007,0.04,0.03,0,0,0
A Game of Thrones: Genesis,2011,0.04,0,0.03,0,0.01
Hotel Giant 2,2008,0.04,0,0.03,0,0.01
NHRA Drag Racing: Countdown to the Championship,2007,0.04,0.02,0.01,0,0
Black Stone: Magic & Steel,2003,0.04,0.03,0.01,0,0
MLB 15: The Show,2015,0.04,0.03,0,0,0.01
Puyo Pop Fever(us sales),2004,0.04,0.03,0,0,0
Hitman: Blood Money,2006,0.04,0,0.03,0,0.01
Assassin's Creed Chronicles: China,2015,0.04,0,0.03,0,0.01
The Cursed Crusade,2011,0.04,0,0.03,0,0.01
Harukanaru Toki no Naka de: Maihitoyo,2006,0.04,0,0,0.04,0
Painkiller: Hell Wars,2006,0.04,0.03,0.01,0,0
Housekeeping,,0.04,0,0,0.04,0
FunkMaster Flex's Digital Hitz Factory,2003,0.04,0.02,0.01,0,0
Star Wars Jedi Knight: Jedi Academy,2003,0.04,0,0.03,0,0.01
Greg Hastings Paintball 2,2010,0.04,0.03,0,0,0
Sangoku Koi Senki: Otome no Heihou!,2012,0.04,0,0,0.04,0
Batman: A Telltale Game Series,2016,0.04,0.01,0.02,0,0.01
Castlevania Bloodlines,1994,0.04,0,0,0.04,0
Hakuouki: Zuisouroku DS,2011,0.04,0,0,0.04,0
Might & Magic X: Legacy,2014,0.04,0,0.03,0,0
Detective Conan: Prelude from the Past,2012,0.04,0,0,0.04,0
Luminous Arc 3,2009,0.04,0,0,0.04,0
Major League Baseball 2K8,,0.03,0.03,0,0,0
FabStyle,2011,0.03,0,0,0.03,0
Rebel Raiders: Operation Nighthawk,2006,0.03,0.02,0.01,0,0
Turbo: Super Stunt Squad,2013,0.03,0,0.03,0,0
Zenkoku Dekotora Matsuri,2008,0.03,0,0,0.03,0
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,0.03,0.02,0.01,0,0
Fast & Furious: Showdown,2013,0.03,0,0.03,0,0
Alienators: Evolution Continues,2001,0.03,0.03,0.01,0,0
Onechanbara Z Kagura,2013,0.03,0,0,0.03,0
Marines: Modern Urban Combat,2010,0.03,0.03,0,0,0
DoraMoji: Nobita no Kanji Daisakusen,2015,0.03,0,0,0.03,0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,0.03,0,0,0.03,0
Supreme Ruler: Cold War,2011,0.03,0,0.03,0,0.01
Travel Coach: Europe 1,2008,0.03,0,0.03,0,0
Top Gun: Hard Lock,2012,0.03,0,0.03,0,0.01
MX World Tour Featuring Jamie Little,2005,0.03,0.03,0.01,0,0
XBLAZE Code: Embryo,2013,0.03,0.02,0,0.01,0
The Idolmaster: Gravure For You! Vol. 4,2012,0.03,0,0,0.03,0
RedCard 20-03,2002,0.03,0.03,0.01,0,0
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,2009,0.03,0,0,0.03,0
Puyo Puyo 7,2009,0.03,0,0,0.03,0
Asterix & Obelix: Kick Buttix,2004,0.03,0.02,0.01,0,0
Radiant Silvergun,1998,0.03,0,0,0.03,0
Bounty Hounds,2006,0.03,0.03,0,0,0
Care Bears - Care Quest,2005,0.03,0.02,0.01,0,0
Apache: Air Assault,2010,0.03,0,0.03,0,0.01
Cooking Mama: My Sweets Shop,2014,0.03,0,0,0.03,0
Championship Manager Season 01/02,2001,0.03,0,0.03,0,0.01
Even in a Game Listen to Me Girls. I Am Your Father!,2012,0.03,0,0,0.03,0
Tokyo Majin Gakuen: Kenfuuchou,2008,0.03,0,0,0.03,0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,2002,0.03,0,0,0.03,0
Zatch Bell! Electric Arena,2003,0.03,0.02,0.01,0,0
Boulder Dash: Rocks!,2007,0.03,0,0.03,0,0
NHRA Drag Racing: Countdown to the Championship,2007,0.03,0.03,0,0,0
The Void,2008,0.03,0,0.03,0,0.01
TOCA Race Driver 3,2006,0.03,0.03,0.01,0,0
Daito Giken Premium Pachi-Slot Collection: Yoshimune,2006,0.03,0,0,0.03,0
Maximum Racing: Drag & Stock Racer,2010,0.03,0.03,0,0,0
Sky Dancers,2005,0.03,0.02,0.01,0,0
Silent Scope,2002,0.03,0.02,0.01,0,0
Resident Evil 4 HD,2016,0.03,0.03,0,0,0.01
World Series of Poker: Tournament of Champions 2007 Edition,2006,0.03,0.02,0.01,0,0
Clever Kids: Pirates,2008,0.03,0,0.03,0,0
Yggdra Union: We'll Never Fight Alone,2006,0.03,0,0,0.03,0
Tour de France 2014,2014,0.03,0,0.03,0,0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,0.03,0,0,0.03,0
Rapala Tournament Fishing!,2006,0.03,0.03,0,0,0
The Legend of Heroes: Trails in the Sky SC Evolution,2015,0.03,0,0,0.03,0
Prey,2006,0.03,0,0.03,0,0.01
Wangan Midnight,2007,0.03,0,0,0.03,0
ESPN NBA 2Night 2002,2002,0.03,0.02,0.01,0,0
Cabela's Dangerous Hunts 2,2005,0.03,0.03,0.01,0,0
SpongeBob: HeroPants,2015,0.03,0.03,0,0,0
Kekkaishi: Kokubourou no Kage,2007,0.03,0,0,0.03,0
Trap Gunner: Countdown to Oblivion,1998,0.03,0.02,0.01,0,0
Suzumiya Haruhi no Tsuisou,2011,0.03,0,0,0.03,0
Mame Goma: Shiro to Kuro no Meikyuu,2012,0.03,0,0,0.03,0
"Crouching Tiger, Hidden Dragon",2003,0.03,0.02,0.01,0,0
Clash of Elementalists,2013,0.03,0,0.03,0,0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,2006,0.03,0,0,0.03,0
Harukanaru Toki no Naka de Yumenoukihashi Special,2009,0.03,0,0,0.03,0
Rise of Nations: Rise of Legends,2006,0.03,0,0.03,0,0.01
Sabre Wulf,,0.03,0.02,0.01,0,0
Tsuyo Kiss: Mighty Heart,2006,0.03,0,0,0.03,0
Zoo Tycoon,2001,0.03,0,0.03,0,0.01
Gacharoku,2002,0.03,0,0,0.03,0
SX Superstar,2003,0.03,0.03,0.01,0,0
Cake Mania: Baker's Challenge,2008,0.03,0.03,0,0,0
MotoGP,2006,0.03,0.03,0,0,0
Zoo Vet: Endangered Animals,2008,0.03,0.03,0,0,0
Deer Drive: Legends,2012,0.03,0.03,0,0,0
Driven,2001,0.03,0.02,0.01,0,0
Red Faction II,2003,0.03,0.03,0.01,0,0
Criminal Girls 2,2015,0.03,0,0,0.03,0
SD Gundam G Generation: Gather Beat 2,2001,0.03,0,0,0.03,0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,2011,0.03,0,0,0.03,0
Who Wants to be a Millionaire: 1st Edition,2007,0.03,0,0.03,0,0
Diabolik Lovers: Dark Fate,2015,0.03,0,0,0.03,0
Battle Engine Aquila,2003,0.03,0.02,0.01,0,0
Astonishia Story,2006,0.03,0.03,0,0,0
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,0.03,0,0,0.03,0
Special Forces: Nemesis Strike,2005,0.03,0.03,0.01,0,0
Women's Volleyball Championship,2007,0.03,0,0,0.03,0
Junior Island Adventure,2011,0.03,0.03,0,0,0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,2007,0.03,0,0,0.03,0
MX vs. ATV Supercross,2014,0.03,0.02,0.01,0,0.01
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,2007,0.03,0,0,0.03,0
Sacra Terra: Angelic Night,2011,0.03,0.01,0.02,0,0.01
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,0.03,0.02,0.01,0,0
Battle Assault 3 featuring Gundam Seed,2004,0.03,0.02,0.01,0,0
Crimson Tears,2004,0.03,0.02,0.01,0,0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,2008,0.03,0,0,0.03,0
Batman Forever: The Arcade Game,1996,0.03,0.02,0.01,0,0
Romance of the Three Kingdoms (3DS),2013,0.03,0,0,0.03,0
Electroplankton,2005,0.03,0.01,0,0.02,0
Cabela's Outdoor Adventures,2005,0.03,0.03,0.01,0,0
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,0.03,0,0,0.03,0
Backyard NFL Football 2006,2005,0.03,0.02,0.01,0,0
Game of Thrones (Telltale),2015,0.03,0.02,0.01,0,0
Mashiro Iro Symphony: *mutsu-no-hana,2011,0.03,0,0,0.03,0
Monster Guardians,2001,0.03,0,0,0.03,0
Sunday vs Magazine Shuuketsu! Choujou Daikessen,2009,0.03,0,0,0.03,0
An American Tail: Fievel's Gold Rush,2002,0.03,0.02,0.01,0,0
Dead or Alive Xtreme 3: Venus,2016,0.03,0,0,0.03,0
Diabolik Lovers: More Blood,2013,0.03,0,0,0.03,0
Magna Carta Portable,2006,0.03,0,0,0.03,0
Red Faction: Guerrilla,2009,0.03,0,0.03,0,0.01
The Italian Job,2003,0.03,0.03,0.01,0,0
Crazy Chicken: Star Karts,2008,0.03,0.03,0,0,0
Detective Conan: Phantom Rhapsody,2014,0.03,0,0,0.03,0
Super Dodgeball Brawlers (jp sales),2008,0.03,0,0,0.03,0
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,2007,0.03,0,0,0.03,0
M&Ms Shell Shocked,2001,0.03,0.02,0.01,0,0
RACE On,2009,0.03,0,0.03,0,0.01
K-On! After School Live!! HD Ver.,2012,0.03,0,0,0.03,0
Metal Gear Solid: The Essential Collection (JP sales),2007,0.03,0,0,0.03,0
Overlord II,2009,0.03,0,0.03,0,0.01
Young Justice: Legacy,2013,0.03,0,0.03,0,0
3D Baseball,1996,0.03,0.02,0.01,0,0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,2007,0.03,0,0,0.03,0
First Queen: Ornic Senki,1994,0.03,0,0,0.03,0
Call of Juarez: Bound in Blood,2009,0.03,0,0.03,0,0.01
Dream C Club Zero,2011,0.03,0,0,0.03,0
Shining Stars,2008,0.03,0.03,0,0,0
Tail Concerto,1998,0.03,0.02,0.01,0,0
The Sum of All Fears,2003,0.03,0.03,0.01,0,0
James Pond: Codename Robocod,2005,0.03,0.02,0.01,0,0
Yumi's Odd Odyssey,2013,0.03,0,0,0.03,0
Night Head: The Labyrinth,1995,0.03,0,0,0.03,0
JoJo's Bizarre Adventure: Eyes of Heaven,2015,0.03,0,0,0.03,0
Angler's Club: Ultimate Bass Fishing 3D,2011,0.03,0,0.03,0,0
Utawarerumono Portable,2009,0.03,0,0,0.03,0
Gaia Saver Hero Saidai no Sakusen,1994,0.03,0,0,0.03,0
EverBlue 2,2002,0.03,0.02,0.01,0,0
Emma at the Farm,2008,0.03,0.03,0,0,0
NASCAR Heat Evolution,2016,0.03,0.03,0,0,0.01
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,2009,0.03,0,0,0.03,0
The Sims 2: Glamour Life Stuff,2006,0.03,0,0.03,0,0.01
Safari Adventures: Africa,2007,0.03,0.03,0,0,0
Summer Athletics: The Ultimate Challenge,2008,0.03,0.02,0.01,0,0
Prince of Persia: The Forgotten Sands,2010,0.03,0,0.03,0,0
Yumeiro Patissiere: My Sweets Cooking,2010,0.03,0,0,0.03,0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,2006,0.03,0,0,0.03,0
Clannad,2011,0.03,0,0,0.03,0
Maximum Racing: GP Classic Racing,2010,0.03,0.03,0,0,0
Trials Fusion,2014,0.03,0,0.03,0,0
Rugby League Live 3,2015,0.03,0,0.03,0,0
PowerSlave,1996,0.03,0.02,0.01,0,0
Legend of the Dragon,2007,0.03,0.03,0,0,0
Project Gotham Racing 2 (JP weekly sales),2003,0.03,0,0,0.03,0
Ukiyo no Shishi,2015,0.03,0,0,0.03,0
The Binding of Isaac,2012,0.03,0,0.03,0,0
CT Special Forces,2002,0.03,0.02,0.01,0,0
FIFA World Cup: Germany 2006,2006,0.03,0.02,0.01,0,0
Jewel Master: Cradle of Rome,2008,0.03,0.03,0,0,0
Midnight Mysteries: The Edgar Allan Poe Conspiracy,2009,0.03,0,0.03,0,0.01
Beastly,2011,0.03,0.03,0,0,0
Crash Time: Autobahn Pusuit,2008,0.03,0.03,0,0,0
Earthworm Jim 2,2002,0.03,0.02,0.01,0,0
Garfield: A Tale of Two Kitties,2006,0.03,0.03,0,0,0
Tamagotchi no Doki Doki Dream Omisecchi,2013,0.03,0,0,0.03,0
Toushin Toshi,2014,0.03,0,0,0.03,0
Suujin Taisen,2007,0.03,0,0,0.03,0
SBK 2011: FIM Superbike World Championship,2011,0.03,0,0.03,0,0.01
Driv3r,2005,0.03,0.02,0.01,0,0
Street Supremacy,2005,0.03,0.03,0,0,0
Combat Mission: Shock Force,2007,0.03,0,0.03,0,0.01
Rome: Total War - Gold Edition,2006,0.03,0,0.03,0,0.01
House M.D.,2010,0.03,0.02,0.01,0,0
Mystery Case Files: Ravenhearst,2007,0.03,0.01,0.02,0,0.01
YoKai Watch Dance: Just Dance Special Version,2015,0.03,0,0,0.03,0
River King: Mystic Valley (jp sales),2007,0.03,0,0,0.03,0
Winning Post World,2009,0.03,0,0,0.03,0
Jig-A-Pix: Wild World,2009,0.03,0.03,0.01,0,0
Best Friends Tonight,2010,0.03,0.03,0,0,0
Beyond the Labyrinth,,0.03,0,0,0.03,0
Living Legends: Frozen Beauty,2014,0.03,0,0.03,0,0
Super Hero Generation,2014,0.03,0,0,0.03,0
.hack: Sekai no Mukou ni + Versus,2012,0.03,0,0,0.03,0
Sea Park Tycoon,2010,0.03,0.02,0.01,0,0
Disney Sports Soccer,2002,0.03,0.03,0.01,0,0
Cooking Mama 5: Bon Appetit!,2013,0.03,0,0,0.03,0
Mame Goma: Honobo no Nikki,2007,0.03,0,0,0.03,0
Guitar Hero: World Tour,2009,0.03,0,0.03,0,0.01
Nancy Drew: Alibi In Ashes,2011,0.03,0.03,0,0,0
The Walking Dead: Season One,2012,0.03,0,0.03,0,0.01
Ultimate Block Party,2004,0.03,0.03,0,0,0
Disney's Hide & Sneak,2003,0.03,0.03,0.01,0,0
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013,0.03,0,0,0.03,0
Nobunaga no Yabou: Kakushin with Power-Up Kit,2008,0.03,0,0,0.03,0
Raw Danger!,2006,0.03,0.02,0.01,0,0
Arthur and the Invisibles,2007,0.03,0.03,0,0,0
Flipper Critters,2007,0.03,0.03,0,0,0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,2015,0.03,0,0,0.03,0
Monster Rancher Hop-A-Bout,2000,0.03,0.02,0.01,0,0
Foto Showdown,2010,0.03,0.03,0,0,0
Custom Beat Battle: Draglade 2,2008,0.03,0,0,0.03,0
Gotouchi Kenkei DS,2006,0.03,0,0,0.03,0
Bikkuriman Daijiten,,0.03,0,0,0.03,0
Accel World: Ginyoku no Kakusei,2012,0.03,0,0,0.03,0
Elf Bowling 1 & 2,2005,0.03,0.02,0.01,0,0
Men of War,2009,0.03,0.01,0.02,0,0.01
Toy Shop,2008,0.03,0.03,0,0,0
Metroid Prime: Federation Force,2016,0.03,0.02,0.01,0.01,0
GunGriffon: Allied Strike,2004,0.03,0.02,0.01,0,0
Stacked with Daniel Negreanu,2006,0.03,0.03,0,0,0
Vitamin X Evolution,2008,0.03,0,0,0.03,0
Saru! Get You! SaruSaru Daisakusen,2007,0.03,0,0,0.03,0
Sonic Boom: Fire & Ice,2016,0.03,0.03,0,0,0
The Flintstones: Big Trouble in Bedrock,2001,0.03,0.02,0.01,0,0
Hallowed Legends: Samhain,2011,0.03,0,0.02,0,0.01
Captain Morgane and the Golden Turtle,2012,0.03,0,0.03,0,0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,2010,0.03,0,0,0.03,0
Silverlicious,2012,0.03,0.03,0,0,0
Majesty 2: The Fantasy Kingdom Sim,,0.03,0.03,0,0,0
Gakusen Toshi Asterisk Festa: Houka Kenran,2016,0.03,0,0,0.03,0
BeatMania IIDX 14 Gold,2008,0.03,0,0,0.03,0
PopCap Arcade Vol 2,2009,0.03,0.03,0,0,0
Toriko: Ultimate Survival,2013,0.03,0,0,0.03,0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1996,0.03,0,0,0.03,0
Vegas Casino,2007,0.03,0.03,0,0,0
Monster High: New Ghoul in School,2015,0.03,0,0.03,0,0
Madou Monogatari,1998,0.03,0,0,0.03,0
Biker Mice From Mars,2007,0.03,0.03,0,0,0
Smart Girl's Winter Wonderland,2008,0.03,0.03,0,0,0
Tork: Prehistoric Punk,2005,0.03,0.02,0.01,0,0
Togainu no Chi: True Blood,2008,0.03,0,0,0.03,0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,2012,0.03,0,0,0.03,0
Chicken Shoot 2,2005,0.03,0.02,0.01,0,0
Neverwinter Nights,2002,0.03,0,0.03,0,0.01
East India Company Collection,2010,0.03,0,0.03,0,0
Battle vs. Chess,2011,0.03,0,0.03,0,0
The Inner World,2013,0.03,0,0.03,0,0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,2008,0.03,0,0,0.03,0
Underground Pool,2007,0.03,0.03,0,0,0
Accel World: Ginyoku no Kakusei,2012,0.03,0,0,0.03,0
Classic Dungeon: Fuyoku no Masoujin,2010,0.03,0,0,0.03,0
Alter Ego,1985,0.03,0,0.03,0,0.01
Dragon's Dogma Online,2015,0.03,0,0,0.03,0
Rampo,1995,0.03,0,0,0.03,0
River City Super Sports Challenge,2010,0.03,0.01,0,0.02,0
My Pet Shop (JP sales),2008,0.03,0,0,0.03,0
Exstetra,2013,0.03,0,0,0.03,0
Konami Classics Series: Arcade Hits,2007,0.03,0.01,0,0.02,0
Dodge Racing: Charger vs Challenger,2009,0.03,0.03,0,0,0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,2010,0.03,0,0,0.03,0
Atelier Sophie: The Alchemist of the Mysterious Book,2015,0.03,0,0,0.03,0
SingStar Chartbreaker,2009,0.03,0,0.02,0,0.01
Hiiro no Kakera 2: Hisui no Shizuku,2007,0.03,0,0,0.03,0
Pro Yakyuu Spirits 5 Kanzenban,2008,0.03,0,0,0.03,0
Sorcery Saga: The Curse of the Great Curry God,2013,0.03,0,0,0.03,0
SingStar Fussballhits,2010,0.03,0,0.02,0,0.01
A Good Librarian Like a Good Shepherd: Library Party,2015,0.03,0,0,0.03,0
Dance Factory,2006,0.03,0.02,0.01,0,0
LEGO Legends of Chima: Laval's Journey,2013,0.03,0,0.03,0,0
Montessori Music,2008,0.03,0.01,0.02,0,0
Totally Spies!,2005,0.03,0.02,0.01,0,0
DragonHeart: Fire & Steel,1996,0.03,0.02,0.01,0,0
Nishijin Pachinko Monogatari 2,1996,0.03,0,0,0.03,0
Chaos;Head - Love Chu*Chu!,2010,0.03,0,0,0.03,0
Gal Gun: Double Peace,2015,0.03,0,0.02,0.01,0
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,2015,0.03,0,0,0.03,0
RoadKill,2003,0.03,0.02,0.01,0,0
The Legend of Heroes III: Song of the Ocean,2006,0.03,0.03,0,0,0
Dungeon Maker: Hunting Ground,2006,0.03,0.03,0,0,0
Mushihimesama Futari Ver 1.5,2009,0.03,0,0,0.03,0
F1 2002,2002,0.03,0.02,0.01,0,0
Pocket Fighter,1998,0.03,0,0,0.03,0
Lock On: Modern Air Combat,2003,0.03,0,0.03,0,0.01
Toaru Majutsu no Kagaku no Ensemble,2013,0.03,0,0,0.03,0
Ojyousama Express,1998,0.03,0,0,0.03,0
Guilty Gear XX Accent Core Plus,2009,0.03,0.01,0.02,0,0
Starsky & Hutch,2003,0.03,0.02,0.01,0,0
Super Meat Boy: Ultra Edition!,2011,0.03,0,0.02,0,0.01
Sitting Ducks,2003,0.03,0.02,0.01,0,0
Brothers Conflict: Brilliant Blue,2013,0.03,0,0,0.03,0
JoJo's Bizarre Adventure: Eyes of Heaven,2015,0.03,0,0,0.03,0
Hajime no Ippo: The Fighting! (2014),2014,0.03,0,0,0.03,0
Eyeshield 21: Field Saikyou no Senshi Tachi,2007,0.03,0,0,0.03,0
Fullmetal Alchemist: Brotherhood,,0.03,0,0,0.03,0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,2008,0.03,0,0,0.03,0
Medabots 9: Metabee / Rokusho,2015,0.03,0,0,0.03,0
Doodle Hex,2008,0.03,0,0.03,0,0
Homeworld 2,2003,0.03,0,0.03,0,0.01
Hakuoki Zuisouroku Omokage Hana,2015,0.03,0,0,0.03,0
Hearts of Iron IV,2016,0.03,0,0.03,0,0
thinkSMART FAMILY!,2010,0.03,0.03,0,0,0
Last Escort: Club Katze,2010,0.03,0,0,0.03,0
Stacked with Daniel Negreanu,2006,0.03,0.02,0.01,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,2010,0.03,0,0,0.03,0
Rayman 3: Hoodlum Havoc,2003,0.03,0,0.03,0,0.01
Otometeki Koi Kakumei * Love Revo,2006,0.03,0,0,0.03,0
Phantasy Star Online 2 Episode 4: Deluxe Package,2017,0.03,0,0,0.03,0
Timmy Time,2011,0.03,0,0.03,0,0
Infinite Stratos 2: Ignition Hearts,2014,0.03,0,0,0.03,0
Dr. Muto,2002,0.03,0.02,0.01,0,0
Airship Q,2015,0.03,0,0,0.03,0
Ratatouille,2007,0.03,0.01,0.01,0,0
Otomedius Gorgeous,2008,0.03,0,0,0.03,0
Jikandia: The Timeless Land,2010,0.03,0.03,0,0,0
Egg Mania: Eggstreme Madness,2002,0.03,0.02,0.01,0,0
Super Heroine Chronicle,2014,0.03,0,0,0.03,0
Boot Camp Academy,2010,0.03,0.03,0,0,0
Kiniro no Corda 3,2010,0.03,0,0,0.03,0
Zero Escape: Virtue's Last Reward,2012,0.03,0.03,0,0,0
Darkstalkers Resurrection,2013,0.03,0,0,0.03,0
Take On Helicopters,2011,0.03,0,0.02,0,0.01
